date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),medianTxValue(USD),fees,medianFee,activeAddresses
2017-11-15,5342151.50289,26411,505268864.0,5.05,25851400.0,2.1816e-05,20.55502912,0.001,10471,
2017-11-16,2452811.84357,23371,506503968.0,5.07,24087100.0,8.88264e-05,13.60406232,0.001,7691,
2017-11-17,2395733.43689,18660,474591776.0,4.75,18777000.0,3.88075e-05,12.4650305,0.001,3782,
2017-11-18,1599037.72628,18344,476544512.0,4.77,26020400.0,4.04019e-05,12.30903607,0.001,3807,
2017-11-19,3723512.53824,23336,528278208.0,5.28,20869400.0,7.61376e-05,14.974065,0.001,6720,
2017-11-20,1912405.3219,43213,512581504.0,5.13,22272000.0,8.2593e-06,36.23705714,0.001,24669,
2017-11-21,1415333.32914,20182,525616448.0,5.26,23353900.0,4.12384e-05,14.12863289,0.001,3762,
2017-11-22,2278913.77708,24112,519833504.0,5.2,26343100.0,4.0404e-05,16.48707627,0.001,5264,
2017-11-23,2457199.81226,25315,529435488.0,5.29,21305100.0,4.94086e-05,42.02217592,0.001,7214,
2017-11-24,1584893.53619,22587,519100032.0,5.19,22424900.0,3.77313e-05,15.58007414,0.001,4882,
2017-11-25,1559323.55654,21219,521531168.0,5.22,20520600.0,3.58092e-05,14.96907154,0.001,3905,
2017-11-26,2712302.72531,25763,535980640.0,5.36,25667300.0,4.00928e-05,18.93508632,0.001,11918,
2017-11-27,3147741.19727,28500,567161536.0,5.67,25029600.0,2.42676e-05,19.59910634,0.001,15648,
2017-11-28,1950320.23338,13248,562374080.0,5.62,26201500.0,0.0001977116,7.19658431,0.001,4255,
2017-11-29,5603444.42264,20595,590959808.0,5.91,30996500.0,5.54358e-05,15.09558878,0.001,5725,
2017-11-30,3190385.36032,29291,523238752.0,5.23,25549500.0,4.84298e-05,57.74609114,0.001,10745,
2017-12-01,1580497.11746,21392,483938688.0,4.84,26090100.0,2.9282e-05,15.95707631,0.001,5669,
2017-12-02,3047440.93821,20795,579353664.0,5.79,30325700.0,4.58568e-05,13.77959589,0.001,4709,
2017-12-03,5079117.10626,25604,609449024.0,6.09,33036700.0,6.09e-05,18.61753447,0.001,8680,
2017-12-04,3962300.13278,28345,620558144.0,6.21,30419300.0,3.60801e-05,20.72958928,0.001,7324,
2017-12-05,10052533.1254,28204,668740416.0,6.69,40875800.0,1.58553e-05,20.30543757,0.001,19501,
2017-12-06,5617827.55519,32479,738347136.0,7.38,52074900.0,3.5424e-05,25.00095928,0.001,12705,
2017-12-07,22047479.8199,28321,852135744.0,8.52,61751500.0,0.0001697184,58.73644529,0.001,13404,
2017-12-08,20652940.3131,12721,871405824.0,8.71,45781100.0,0.000390208,5.26287672,1e-08,5112,
2017-12-09,5927679.74074,13265,841211520.0,8.41,47394900.0,0.0004458982,5.14158339,1e-08,4215,
2017-12-10,6240128.91033,18526,875584768.0,8.76,57336900.0,0.0005660274,9.33319243,0.001,7683,
2017-12-11,11074051.1924,35833,972863552.0,9.73,74140496.0,2.30601e-05,27.20608851,0.001,26372,
2017-12-12,17952308.2193,15936,1122862208.0,11.23,103848000.0,0.000671554,7.55708677,1e-08,5595,
2017-12-13,8859444.61597,20085,1523380096.0,15.23,75995504.0,0.0006858069,6.47113643,1e-08,5212,
2017-12-14,10317748.7764,24779,1355560576.0,13.56,55002000.0,0.0008648568,51.67834158,1e-08,10224,
2017-12-15,21028041.1392,25301,1354617472.0,13.55,95357504.0,0.00072899,9.61094683,1e-08,7853,
2017-12-16,12751928.3499,24266,1355532928.0,13.56,69311000.0,0.000681051,8.40115891,1e-08,6714,
2017-12-17,17183018.236,28061,1339201792.0,13.39,64376200.0,0.0007438145,12.86386939,1e-08,10414,
2017-12-18,16428237.1032,50571,1363155968.0,13.63,102357000.0,0.0001363,34.10416502,0.001,29852,
2017-12-19,23281986.8795,32103,1563344896.0,15.63,114641000.0,0.0006584919,14.46317688,1e-08,8327,
2017-12-20,12655143.3574,34548,1602310400.0,16.02,81905696.0,0.0005816862,15.58009998,1e-08,8782,
2017-12-21,10593845.5706,46204,1529024896.0,15.29,90875600.0,0.0003992219,72.60516918,0.001,13936,
2017-12-22,10060387.0047,20776,1613895168.0,16.14,71699504.0,0.0012441519,18.68452243,0.001,7352,
2017-12-23,11328715.7372,28829,1267053568.0,12.67,88401104.0,0.0002321144,28.44339539,0.001,7330,
2017-12-24,12169016.83,28987,1447000448.0,14.47,59222600.0,0.0001928851,28.35504641,0.001,9526,
2017-12-25,41242605.034,6395,1393477376.0,13.93,65545300.0,174.93294,5.81400632,0.001,4688,
2017-12-26,13176408.6899,9964,1431339136.0,14.31,65504500.0,0.01030455945,9.98600051,0.001,5489,
2017-12-27,12993331.344,44099,1432161024.0,14.32,54343300.0,1.79e-05,44.7205,0.001,27986,
2017-12-28,6517386.35459,19688,1358301184.0,13.58,48273000.0,0.0003310125,71.22650504,0.001,9268,
2017-12-29,11698580.7733,5172,1286751232.0,12.87,64926900.0,59.2347576892,4.07751147,0.001,3776,
2017-12-30,14050240.6843,11895,1363619456.0,13.64,49173200.0,0.0003381356,19.1255,0.001,4494,
2017-12-31,5491131.65412,46177,1169780096.0,11.7,50113900.0,1.5678e-05,51.12050736,0.001,31017,
2018-01-01,2876890.92971,18836,1262604032.0,12.63,43302300.0,0.0001055868,17.39350057,0.001,4791,
2018-01-02,8469336.8795,23390,1253639552.0,12.54,61136300.0,0.000102828,23.10030501,0.001,5718,
2018-01-03,10413245.6626,26371,1331821440.0,13.32,53810900.0,0.0001214784,29.166027,0.001,6277,
2018-01-04,14678719.8244,76467,1306405632.0,13.06,65343400.0,1.306e-07,124.5993406,0.001,10998,
2018-01-05,6732910.21205,4017,1245137920.0,12.45,65668300.0,37.28775,3.3330085,0.001,3459,
2018-01-06,7988208.82555,5420,1201903872.0,12.02,59738700.0,25.2606627328,4.65230513,0.001,4004,
2018-01-07,14749238.729,37940,1287403776.0,12.87,56240800.0,2.00772e-05,37.61930733,0.001,30231,
2018-01-08,7939230.55846,21374,1284772096.0,12.85,72190304.0,6.225825e-05,20.3514787,0.001,6506,
2018-01-09,13567131.4708,34844,1353298816.0,13.53,62959200.0,8.61861e-05,34.36619614,0.001,13587,
2018-01-10,8656955.70744,69791,1303834112.0,13.04,62348700.0,1.304e-07,69.52985476,0.001,9233,
2018-01-11,14366985.3777,11586,1265243008.0,12.65,46240500.0,0.075523789,62.44644286,0.001,9168,
2018-01-12,5339119.34794,6938,1078326016.0,10.78,43342800.0,8.6697565724,8.79953819,0.001,4884,
2018-01-13,7155951.4883,10787,1134721152.0,11.35,42000200.0,0.01135,64.814942,0.01,8058,
2018-01-14,8407844.02005,5431,1184515840.0,11.85,46611100.0,23.68815,4.27545827,0.001,3911,
2018-01-15,7330916.61016,5500,1102429440.0,11.02,47209300.0,27.5142069849,4.59726569,0.001,4046,
2018-01-16,5344942.08296,5385,1083459200.0,10.83,42325600.0,29.03673537,5.93905684,0.001,3511,
2018-01-17,5598074.23826,8394,835623616.0,8.36,86632304.0,0.1672,7.93500001,0.001,4406,
2018-01-18,4656717.85887,20500,847572352.0,8.48,35228000.0,0.0005432712,72.59692484,0.001,10159,
2018-01-19,5004144.21218,19209,850896768.0,8.51,45279300.0,4.02523e-05,19.63704761,0.001,5682,
2018-01-20,4988782.32266,30530,888258816.0,8.88,51892200.0,3.26784e-05,28.93949837,0.001,7098,
2018-01-21,6316766.80173,42680,964860544.0,9.65,36459600.0,4.06265e-05,97.51031435,0.001,11595,
2018-01-22,5779539.98084,89602,838233024.0,8.38,30657000.0,8.38e-08,89.54090872,0.001,6611,
2018-01-23,3369506.36965,41119,828236608.0,8.28,37418900.0,2.07e-06,42.17552789,0.001,6157,
2018-01-24,4880756.34232,52302,819666496.0,8.2,45927300.0,8.2e-08,51.73657402,0.001,6152,
2018-01-25,4789750.38034,29309,891993344.0,8.92,38346500.0,5.3966e-05,82.40534086,0.001,12130,
2018-01-26,4656999.49274,4935,903952384.0,9.04,34796200.0,0.15389018,6.05135044,0.001,3620,
2018-01-27,3701323.89092,4931,894906048.0,8.95,39528900.0,0.0895,3.4638677,0.001,3679,
2018-01-28,7254777.39512,12192,916625664.0,9.17,34527300.0,0.0031964786,67.65650936,0.01,8621,
2018-01-29,3538881.54824,20660,918718144.0,9.19,33554900.0,3.55653e-05,19.46446159,0.001,5826,
2018-01-30,11909797.0199,25597,870973696.0,8.71,29051000.0,2.49977e-05,26.32975,0.001,5523,
2018-01-31,2208666.91199,6485,762709312.0,7.63,27535700.0,0.00763,6.995361,0.001,3933,
2018-02-01,3548089.09577,10706,769864256.0,7.7,27774000.0,0.011206118,64.75042588,0.01,8683,
2018-02-02,5360553.74551,5196,664535872.0,6.65,26726300.0,0.668325,5.77932169,0.001,3614,
2018-02-03,2259600.31451,8060,621154496.0,6.21,23023200.0,6.96141e-05,6.85951992,0.001,3951,
2018-02-04,1805603.73145,24412,663751552.0,6.64,25765100.0,5.18584e-05,81.97937836,0.001,10162,
2018-02-05,5987959.89192,21534,571019008.0,5.71,22395200.0,2.10128e-05,30.53150668,0.001,5611,
2018-02-06,4820822.41759,25036,453887808.0,4.54,20248500.0,1.39378e-05,24.24361782,0.001,5566,
2018-02-07,3894756.50615,23957,501033056.0,5.01,16135000.0,1.38276e-05,23.606864,0.001,5185,
2018-02-08,1311300.62024,33532,492456384.0,4.92,31567200.0,2.22876e-05,88.61363275,0.001,11105,
2018-02-09,2764199.35125,18734,559784192.0,5.6,24332800.0,2.3296e-05,18.57225102,0.001,6100,
2018-02-10,4055057.87747,5373,606150848.0,6.06,29552400.0,0.86052,5.42683,0.001,3273,
2018-02-11,2413059.03261,11879,571865216.0,5.72,21599600.0,0.0014718132,70.07784043,0.01,8423,
2018-02-12,2706609.79567,4630,548601600.0,5.49,20167600.0,0.0681118497,2.76834044,0.001,3532,
2018-02-13,5839227.786,3514,574298048.0,5.74,17030400.0,5.74,2.653236,0.001,2613,
2018-02-14,1589922.98194,3458,558951808.0,5.59,20068500.0,6.345921166,2.647843,0.001,2600,
2018-02-15,6814190.41415,12957,641992448.0,6.42,61670200.0,0.00642,68.92634599,0.001,9530,
2018-02-16,6007967.5176,7875,800093184.0,8.0,44143700.0,0.00922064,8.90322327,0.001,4580,
2018-02-17,4220044.58981,4836,788331584.0,7.88,34458200.0,1.0601096778,3.30385503,0.001,3685,
2018-02-18,3906198.72034,12992,784044224.0,7.84,40081300.0,0.002148356,72.3953525,0.01,8976,
2018-02-19,3275912.78349,4698,753733376.0,7.54,37813100.0,7.5102147757,3.20535452,0.001,3626,
2018-02-20,16095322.3359,4450,810037824.0,8.1,46087500.0,23.728359753,3.49785288,0.001,3302,
2018-02-21,5655061.68073,5459,801955008.0,8.02,39877300.0,8.9022603906,4.625856,0.001,3980,
2018-02-22,8569562.42298,16058,725645568.0,7.26,28774100.0,0.00726,73.50122087,0.001,11330,
2018-02-23,3021077.94641,11030,657938560.0,6.58,24788900.0,0.00658,11.55635873,0.001,5572,
2018-02-24,3242420.07742,9255,675317184.0,6.75,20271100.0,0.00675,8.3853503,0.001,4148,
2018-02-25,3697060.19022,25370,655882816.0,6.56,20420000.0,6.0516e-05,85.01936087,0.001,10399,
2018-02-26,4553965.63203,29159,648960576.0,6.49,21780800.0,5.09465e-05,27.3643706,0.001,12891,
2018-02-27,4151928.80841,22864,670969536.0,6.71,23597200.0,2.83833e-05,21.88357187,0.001,5938,
2018-02-28,6275893.29698,7219,661896576.0,6.62,23822800.0,0.0331,6.388873,0.001,4767,
2018-03-01,6591973.67332,12537,630493888.0,6.3,23214300.0,0.0063,11.04668494,0.001,9529,
2018-03-02,2575320.08966,6136,662554752.0,6.63,19421300.0,0.0396332781,6.60635326,0.001,4242,
2018-03-03,1673685.00565,3385,665874880.0,6.66,19895900.0,1.1840806008,2.502886,0.001,2589,
2018-03-04,1837637.42704,14746,688940608.0,6.89,22357700.0,0.001098266,74.68840998,0.001,9424,
2018-03-05,1813968.93975,8639,685839104.0,6.86,26863300.0,0.0343,6.81490758,0.001,5772,
2018-03-06,1690798.78318,4078,675704576.0,6.76,23312400.0,0.9191273884,3.643708,0.001,2990,
2018-03-07,4068260.50597,3889,616233984.0,6.16,27654600.0,7.117621896,2.88691598,0.001,2836,
2018-03-08,7581634.53474,11062,620428928.0,6.2,31160000.0,0.009595368,10.26892203,0.001,9169,
2018-03-09,3273005.95872,5527,583695104.0,5.84,25548400.0,0.00584,6.73327324,0.001,3857,
2018-03-10,1033456.40981,6768,586980224.0,5.87,18057800.0,0.02935,5.83294001,0.001,4470,
2018-03-11,2074417.57822,12859,552341568.0,5.52,21654300.0,0.0015503472,78.19345025,0.01,9414,
2018-03-12,1067018.2994,5361,588248896.0,5.88,25160400.0,0.0020970432,3.4509626,0.001,3565,
2018-03-13,8087812.84593,6923,555724544.0,5.56,22695500.0,0.0278,6.32375897,0.001,4778,
2018-03-14,3436117.50825,10172,555433984.0,5.55,22462700.0,0.02775,9.271966,0.001,6990,
2018-03-15,3367767.81195,13959,498313248.0,4.98,24144400.0,0.0059646456,12.78447222,0.001,10602,
2018-03-16,3864067.10393,10379,521500640.0,5.22,21433900.0,5.22,11.92133031,0.001,4438,
2018-03-17,1314221.60709,13418,501287648.0,5.01,19627900.0,5.01,11.78697773,0.001,4785,
2018-03-18,3431749.83917,22755,458336320.0,4.58,22563500.0,0.0082464274,84.10907944,0.001,9990,
2018-03-19,2596278.76294,27800,438969024.0,4.39,19329400.0,0.00439,26.27297756,0.001,6605,
2018-03-20,2421881.23006,21826,484952736.0,4.85,23723900.0,4.8209e-05,21.18657401,0.001,3854,
2018-03-21,1978188.39419,22927,502947200.0,5.03,21143800.0,4.0743e-05,22.85100105,0.001,3470,
2018-03-22,1519350.9185,29145,500172096.0,5.0,20288200.0,0.0013451,28.13998031,0.001,10545,
2018-03-23,4890092.6854,100173,481541504.0,4.82,18434200.0,9.64,111.91542445,0.001,7640,
2018-03-24,4699420.30283,149558,476921696.0,4.77,22757700.0,14.30523,155.8669953,0.001,7066,
2018-03-25,2950654.38024,114387,469816928.0,4.7,20281200.0,9.4,176.46500031,0.001,12574,
2018-03-26,4302498.10021,92438,472671136.0,4.73,18962800.0,14.18527,97.9310006,0.001,6952,
2018-03-27,2549539.64567,62197,437310464.0,4.37,18969500.0,13.10563,258.96420098,0.001,5912,
2018-03-28,4870540.57704,167714,411667008.0,4.12,20722100.0,12.35588,167.806001,0.001,4924,
2018-03-29,5351911.46841,95527,425720512.0,4.26,19824800.0,12.77574,97.29050633,0.001,11045,
2018-03-30,2025150.84746,64711,366828192.0,3.67,18422800.0,11.00633,71.46349744,0.001,6139,
2018-03-31,985081.983971,37224,357994144.0,3.58,16178400.0,10.73642,35.47201347,0.001,6393,
2018-04-01,1905928.03001,78483,363079328.0,3.63,17474100.0,7.26,1152.21922339,0.001,12651,
2018-04-02,3972997.93958,99246,350645984.0,3.51,21036900.0,10.52649,102.76002999,0.001,7222,
2018-04-03,3175191.07834,46656,376084864.0,3.76,25762400.0,11.28,45.88542398,0.001,5093,
2018-04-04,2577072.14068,70470,406248992.0,4.06,16433600.0,12.17594,191.913022,0.001,7543,
2018-04-05,1740141.2842,63820,361055424.0,3.61,18183800.0,7.22,62.70253035,0.001,12805,
2018-04-06,2735726.83961,99407,353468224.0,3.53,14229200.0,10.58647,98.29402546,0.001,6860,
2018-04-07,2094616.43356,74807,339530240.0,3.4,18526000.0,10.2,77.54253554,0.001,5937,
2018-04-08,1580747.67743,68258,355191456.0,3.55,16253800.0,7.1,1152.14703305,0.001,12368,
2018-04-09,2847700.17934,64381,364427360.0,3.64,15736200.0,10.91636,63.06554003,0.001,6750,
2018-04-10,2798819.2027,73925,347681248.0,3.48,16422300.0,10.43652,73.14352804,0.001,7673,
2018-04-11,3541311.92809,67261,361349984.0,3.61,19941700.0,10.83,66.71752302,0.001,5126,
2018-04-12,2213905.29892,58296,380426112.0,3.8,21516200.0,7.6,95.401031,0.001,13471,
2018-04-13,2935612.07983,52852,417314848.0,4.17,26641100.0,12.50583,55.95652242,0.001,8520,
2018-04-14,3160197.96825,73764,430899328.0,4.31,26077800.0,12.92569,80.85654556,0.001,7886,
2018-04-15,4413750.3734,108096,467252864.0,4.67,26946800.0,9.34,1198.73254697,0.001,17003,
2018-04-16,3560006.57667,50484,491218848.0,4.91,26720800.0,9.82,48.55555212,0.001,10405,
2018-04-17,5632308.57782,89650,484635008.0,4.85,28594800.0,14.54515,89.19144401,0.001,7742,
2018-04-18,3655570.91963,46940,470780512.0,4.71,29511600.0,9.42,45.80304398,0.001,12519,
2018-04-19,5663740.3549,128042,496644416.0,4.97,30285200.0,14.90503,131.09700346,0.001,12100,
2018-04-20,3831215.2006,81904,523636832.0,5.24,36027400.0,15.71476,83.68655745,0.001,9075,
2018-04-21,5112924.5428,124178,535676896.0,5.36,28699900.0,16.07464,122.92605203,0.001,8362,
2018-04-22,2640350.34282,68395,514593600.0,5.15,26916600.0,10.3,1165.03155804,0.001,14024,
2018-04-23,4123747.64469,61258,516291712.0,5.16,30460200.0,15.47484,58.48556944,0.001,9431,
2018-04-24,3793364.49186,58437,556290048.0,5.56,36611400.0,11.12,57.69915096,0.001,11850,
2018-04-25,3645815.14871,49739,594975680.0,5.95,29605200.0,17.84405,48.69813,0.001,8064,
2018-04-26,4354577.99188,94466,513526912.0,5.14,30401600.0,15.41486,98.189052,0.001,14166,
2018-04-27,5698991.14881,109911,558858112.0,5.59,27561500.0,16.76441,108.15703895,0.001,5850,
2018-04-28,13769057.9017,150161,546983872.0,5.47,74545904.0,16.40453,155.22815804,0.001,8571,
2018-04-29,45518375.2131,95367,645884992.0,6.46,124324000.0,19.38,1191.91506681,0.001,24612,
2018-04-30,13677679.547,86085,701388608.0,7.01,52958700.0,21.02299,84.79251307,0.001,8202,
2018-05-01,8460221.07673,111805,671808896.0,6.72,36221300.0,20.15328,111.019901,0.001,4966,
2018-05-02,11106573.1229,142093,681143360.0,6.81,43600200.0,20.42319,140.02419201,0.001,7484,
2018-05-03,8847820.41506,68266,744796672.0,7.45,46859200.0,14.9,70.30654258,0.001,14761,
2018-05-04,11871730.863,60243,782882432.0,7.83,39694400.0,23.48217,63.14553203,0.001,6365,
2018-05-05,6744406.18823,65743,771461184.0,7.71,34997800.0,23.12229,65.72050044,0.001,4239,
2018-05-06,4681849.28131,71735,734416896.0,7.34,29302600.0,14.68,1170.97551597,0.001,13442,
2018-05-07,6103524.26404,82279,695073728.0,6.95,30819700.0,20.84305,82.12651005,0.001,8647,
2018-05-08,4455133.75541,63584,666541696.0,6.67,29039900.0,20.00333,64.5215,0.001,5360,
2018-05-09,5984087.38208,115774,648229312.0,6.48,31702700.0,19.43352,116.7755,0.001,7616,
2018-05-10,6908618.52048,114258,669293952.0,6.69,30911200.0,13.38,117.70950462,0.001,11737,
2018-05-11,6682564.90105,97204,646550720.0,6.47,30847200.0,19.40353,101.96846086,0.001,8177,
2018-05-12,6442245.55546,139471,596214592.0,5.96,27323400.0,17.87404,143.6595,0.001,5156,
2018-05-13,5194291.39631,78283,624511872.0,6.25,29907500.0,12.5,1186.04601035,0.001,13614,
2018-05-14,4495278.11111,86001,660365888.0,6.6,32230800.0,19.7934,85.23406777,0.001,7023,
2018-05-15,5307576.05793,62092,660084288.0,6.6,32033500.0,19.7934,62.97440098,0.001,5339,
2018-05-16,12066533.107,53292,614388736.0,6.14,29288500.0,18.41386,53.57402,0.001,8155,
2018-05-17,6477951.80548,69029,617289600.0,6.17,27222400.0,12.34,72.11450359,0.001,14510,
2018-05-18,6696288.85064,80925,578461376.0,5.78,30762400.0,17.33422,83.40000256,0.001,8359,
2018-05-19,10022745.5298,120856,604512000.0,6.05,29222600.0,18.14395,120.8655,0.001,7398,
2018-05-20,4312342.44888,84245,590783616.0,5.91,28313700.0,11.81409,1212.47051317,0.001,14393,
2018-05-21,7055465.93312,117412,607133312.0,6.07,30064300.0,18.20393,116.98301019,0.001,7361,
2018-05-22,17264470.0633,86471,577884544.0,5.78,31049600.0,17.33422,86.16173901,0.001,7769,
2018-05-23,19042463.2878,73984,524563584.0,5.25,23755200.0,10.5,72.608922,0.001,8131,
2018-05-24,7086093.71666,108183,452596960.0,4.53,23032900.0,9.06,110.43743869,0.001,14536,
2018-05-25,3924593.67168,53033,476765696.0,4.77,20935600.0,14.30523,54.60826144,0.001,5771,
2018-05-26,3614550.86359,67998,446390208.0,4.46,21695600.0,8.92,71.1432429,0.001,5701,
2018-05-27,3245002.56638,79824,438741696.0,4.39,20537400.0,8.78,1207.86301261,0.001,10977,
2018-05-28,5221884.80084,115524,422319264.0,4.22,22225000.0,8.44,112.86149879,0.001,6472,
2018-05-29,3078849.30837,84531,388797984.0,3.89,24131500.0,11.66611,83.34098296,0.001,5378,
2018-05-30,7249408.12785,132070,430652416.0,4.31,29197700.0,8.62,131.21736,0.001,5148,
2018-05-31,6183473.15804,59679,402015552.0,4.02,32115900.0,8.04,61.68808858,0.001,12118,
2018-06-01,2511944.05349,75434,421112288.0,4.21,26609800.0,8.42,76.20917608,0.001,5858,
2018-06-02,3464519.37954,111620,415709792.0,4.16,25845600.0,8.32,110.41456171,0.001,5448,
2018-06-03,2917873.24487,73407,431181280.0,4.31,27913200.0,8.62,1204.27513554,0.001,11983,
2018-06-04,2645194.43172,44242,441319616.0,4.41,27343200.0,8.82,42.94544719,0.001,6097,
2018-06-05,3301303.69098,44062,411979488.0,4.12,26460700.0,8.24,42.60881798,0.001,5532,
2018-06-06,3447123.28844,59491,432676832.0,4.33,24931200.0,8.66,62.08346608,0.001,5491,
2018-06-07,4507697.89276,78720,432543040.0,4.33,29436400.0,8.66,139.746554,0.001,12182,
2018-06-08,9790279.65355,95415,455121056.0,4.55,42605100.0,9.1,101.98897406,0.001,6893,
2018-06-09,4651426.04671,52144,461654624.0,4.62,29148000.0,13.85538,57.133711,0.001,4810,
2018-06-10,4214923.51136,69158,438157120.0,4.38,22437400.0,8.76,1213.40569132,0.001,10274,
2018-06-11,2325481.03621,57690,380789856.0,3.81,20485500.0,7.62,57.31836562,0.001,5824,
2018-06-12,1234004.12606,1869,388516736.0,3.89,23858900.0,0.0252893568,17.28340296,0.001,1661,
2018-06-13,4846557.86121,2190,356252160.0,3.56,28242000.0,0.0052516764,12.47500117,0.001,8465,
2018-06-14,1703352.56836,1959,324668416.0,3.25,28851400.0,11.375,1.9655,0.001,1559,
2018-06-15,1647545.54094,3069,358006592.0,3.58,21531500.0,1.5751849998,5.18497602,0.001,2321,
2018-06-16,659879.563111,2456,340753760.0,3.41,21571600.0,0.0233996246,1.295186,0.001,2196,
2018-06-17,718697.477585,9657,347848448.0,3.48,16771900.0,0.0015306606,1161.90700417,0.15,7785,
2018-06-18,1246529.29881,3604,339204064.0,3.39,21505300.0,0.00339,1.47067003,1e-06,3205,
2018-06-19,929284.422887,2808,370022848.0,3.7,21524600.0,0.0037,2.398568,0.001,2524,
2018-06-20,3183631.58122,2991,360338272.0,3.6,25665000.0,0.023046444,2.3821842,0.001,3037,
2018-06-21,1928199.36986,3183,370121216.0,3.7,23635000.0,0.0037,5.40019157,0.001,9518,
2018-06-22,2773981.6564,4454,353978240.0,3.54,20929600.0,0.0164067318,5.50869542,1e-05,4121,
2018-06-23,1505563.69095,2636,291323776.0,2.91,22509900.0,0.00291,5.79419142,0.001,2610,
2018-06-24,2038143.29956,11513,292704288.0,2.93,20921300.0,0.0027026906,1174.72570207,0.15,9915,
2018-06-25,902334.881167,6998,271395552.0,2.71,20366700.0,0.0174524,5.15721358,0.001,7034,
2018-06-26,1091407.79979,5641,276565536.0,2.77,17806900.0,0.00277,5.43030808,0.001,6388,
2018-06-27,1773476.32591,2095,258857696.0,2.59,39263300.0,0.02049328435,3.2895,0.001,3573,
2018-06-28,1069364.36199,3870,279126656.0,2.79,25903200.0,0.00279,6.6620456,0.001,11245,
2018-06-29,1703283.5531,3433,255215008.0,2.55,16409900.0,0.00255,2.77715244,0.001,4837,
2018-06-30,1170630.32117,3268,259274000.0,2.59,32676600.0,0.0083351121,5.483224,0.001,3225,
2018-07-01,561267.845374,1645,292527008.0,2.93,16877300.0,0.1465,1.66300142,0.001,1550,
2018-07-02,753149.984993,10420,286245984.0,2.86,19161600.0,0.0015280408,1176.71201318,0.15,8387,
2018-07-03,663536.997935,1599,310753024.0,3.11,18132300.0,3.11,2.16460284,0.001,1387,
2018-07-04,903048.951188,2209,300191008.0,3.0,13212500.0,0.03,20.753877,0.001,2036,
2018-07-05,594963.052702,4400,301735008.0,3.02,13352800.0,0.00604,6.84423763,0.001,10650,
2018-07-06,1361112.16012,3687,294504000.0,2.95,15700300.0,0.00813121775,5.36268949,0.001,3588,
2018-07-07,388813.342561,3452,299485984.0,2.99,13137700.0,0.00299,2.379231,0.001,3466,
2018-07-08,427956.535635,11954,303254016.0,3.03,11797800.0,0.00196427325,1197.23774138,0.15,10639,
2018-07-09,413845.626574,4684,301862016.0,3.02,11281800.0,0.00302,31.20374455,1e-06,4470,
2018-07-10,876318.972256,2773,296784000.0,2.97,12811600.0,0.01062073485,25.41300744,0.001,2958,
2018-07-11,728763.918418,1972,267834992.0,2.68,11540600.0,0.2114377156,24.014,0.001,2220,
2018-07-12,734684.618679,2124,273391008.0,2.73,11593800.0,0.0032630052,21.27100409,0.001,9113,
2018-07-13,526597.372973,6506,262652992.0,2.63,10483400.0,2.63e-08,27.48801199,0.001,2718,
2018-07-14,300184.464735,1447,268251984.0,2.68,10825100.0,0.00268,17.033,0.001,4120,
2018-07-15,471393.697442,9112,275312000.0,2.75,8995280.0,0.0017963,1188.05200157,0.15,9236,
2018-07-16,510224.150049,2723,275886016.0,2.76,12620400.0,0.0276,17.87851331,0.001,2949,
2018-07-17,1351178.10909,2239,292301984.0,2.92,16767700.0,3.504,66.8865,0.001,1484,
2018-07-18,1726876.52527,3460,311093984.0,3.11,20361000.0,0.01698061555,182.859122,0.001,2197,
2018-07-19,1703688.67507,5297,307619008.0,3.08,14912200.0,0.0032702824,258.53550416,0.001,9620,
2018-07-20,1890736.37009,2525,290079008.0,2.9,17149900.0,0.029,3.785,0.001,3611,
2018-07-21,466315.657447,1184,287036992.0,2.87,13783100.0,0.17794977235,5.21,0.001,2029,
2018-07-22,2472509.30221,1495,292875008.0,2.93,16725400.0,33.5387930272,1.515,0.001,1048,
2018-07-23,1544078.50275,2241,275550016.0,2.76,14873300.0,0.0015898014,6.7515,0.001,8790,
2018-07-24,1696796.74077,2035,271216000.0,2.71,16611800.0,88.4543476428,2.107,0.001,1244,
2018-07-25,855544.973284,1693,266448992.0,2.66,13165000.0,18.62,2.318,0.001,1169,
2018-07-26,986227.308208,1771,271130976.0,2.71,11437500.0,0.0040462197,5.626,0.001,8688,
2018-07-27,636575.466055,2580,264315008.0,2.64,11130900.0,5.26944,2.44530294,0.001,2274,
2018-07-28,412193.697765,1543,266734000.0,2.67,13859200.0,5.32932,5.301,0.001,1833,
2018-07-29,269082.391511,1252,270644000.0,2.71,12122400.0,0.0011748392,5.148,0.001,7187,
2018-07-30,759675.177784,2501,265784001.0,2.66,13146100.0,0.0565327406,2.7295,0.001,2405,
2018-07-31,1592395.97311,3464,257130170.0,2.57,8515840.0,132.57703258,3.559,0.001,1157,
2018-08-01,1978057.11243,4557,237433529.0,2.37,6048860.0,135.09,5.8045,0.001,1533,
2018-08-02,3891541.74948,4362,226770639.0,2.27,14925900.0,0.0087635847,9.61426316,0.001,9103,
2018-08-03,1783082.6847,5282,187668157.0,1.88,8055990.0,44.7566131456,5.195306,0.001,2021,
2018-08-04,991187.481088,2507,185864210.0,1.86,4921980.0,46.5,6.5135,0.001,1619,
2018-08-05,777930.833435,2251,182279003.0,1.82,3437270.0,0.0014547624,6.4685,0.001,7445,
