date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),medianTxValue(USD),fees,medianFee,activeAddresses
2016-06-02,,,0.0,1.33,83734.0,,,,,
2016-06-03,,,0.0,1.29,57721.0,,,,,
2016-06-04,,,0.0,1.09,4912.0,,,,,
2016-06-05,,,0.0,0.587588,41700.0,,,,,
2016-06-06,,,0.0,0.712541,95573.0,,,,,
2016-06-07,,,0.0,0.768551,45932.0,,,,,
2016-06-08,,,0.0,0.836892,56105.0,,,,,
2016-06-09,,,0.0,1.02,27163.0,,,,,
2016-06-10,,,0.0,1.41,63162.0,,,,,
2016-06-11,,,0.0,1.56,34845.0,,,,,
2016-06-12,,,0.0,1.37,40759.0,,,,,
2016-06-13,,,0.0,1.22,79492.0,,,,,
2016-06-14,,,0.0,1.32,51762.0,,,,,
2016-06-15,,,0.0,0.911755,41509.0,,,,,
2016-06-16,,,0.0,0.956326,43879.0,,,,,
2016-06-17,,,0.0,0.930645,42058.0,,,,,
2016-06-18,,,0.0,0.898507,173575.0,,,,,
2016-06-19,,,0.0,0.665885,112349.0,,,,,
2016-06-20,,,0.0,0.604243,1771960.0,,,,,
2016-06-21,,,28920900.0,0.289209,626728.0,,,,,
2016-06-22,,,23025200.0,0.230252,878411.0,,,,,
2016-06-23,,,19137900.0,0.191379,530030.0,,,,,
2016-06-24,,,19998300.0,0.199983,715427.0,,,,,
2016-06-25,,,19349800.0,0.193498,412951.0,,,,,
2016-06-26,,,20478300.0,0.204783,328673.0,,,,,
2016-06-27,,,17000700.0,0.170007,169379.0,,,,,
2016-06-28,,,17410000.0,0.1741,228770.0,,,,,
2016-06-29,,,14656800.0,0.146568,234893.0,,,,,
2016-06-30,,,14323200.0,0.143232,311148.0,,,,,
2016-07-01,,,13927400.0,0.139274,233053.0,,,,,
2016-07-02,,,14497500.0,0.144975,261410.0,,,,,
2016-07-03,,,18074600.0,0.180746,334447.0,,,,,
2016-07-04,,,19283400.0,0.192834,301807.0,,,,,
2016-07-05,,,22530900.0,0.225309,225635.0,,,,,
2016-07-06,,,21995000.0,0.21995,218669.0,,,,,
2016-07-07,,,22829200.0,0.228292,268443.0,,,,,
2016-07-08,,,23318700.0,0.233187,203189.0,,,,,
2016-07-09,,,19369100.0,0.193691,106202.0,,,,,
2016-07-10,,,22455700.0,0.224557,88774.0,,,,,
2016-07-11,,,21804800.0,0.218048,88437.0,,,,,
2016-07-12,,,21689700.0,0.216897,136972.0,,,,,
2016-07-13,,,19973600.0,0.199736,103542.0,,,,,
2016-07-14,,,19320600.0,0.193206,154375.0,,,,,
2016-07-15,,,19662500.0,0.196625,115159.0,,,,,
2016-07-16,,,20508200.0,0.205082,36851.0,,,,,
2016-07-17,,,19385900.0,0.193859,60718.0,,,,,
2016-07-18,,,19713600.0,0.197136,132592.0,,,,,
2016-07-19,,,22483500.0,0.224835,168579.0,,,,,
2016-07-20,,,20923800.0,0.209238,70378.0,,,,,
2016-07-21,,,21109500.0,0.211095,93206.0,,,,,
2016-07-22,,,20632400.0,0.206324,102240.0,,,,,
2016-07-23,,,19123200.0,0.191232,48054.0,,,,,
2016-07-24,,,20141600.0,0.201416,136512.0,,,,,
2016-07-25,,,20216000.0,0.20216,115927.0,,,,,
2016-07-26,,,20203500.0,0.202035,199906.0,,,,,
2016-07-27,,,17330600.0,0.173306,211513.0,,,,,
2016-07-28,,,18216800.0,0.182168,79472.0,,,,,
2016-07-29,,,17624200.0,0.176242,52603.0,,,,,
2016-07-30,,,19174700.0,0.191747,30568.0,,,,,
2016-07-31,,,18536600.0,0.185366,66910.0,,,,,
2016-08-01,,,17216100.0,0.172161,79352.0,,,,,
2016-08-02,,,16490500.0,0.164905,197250.0,,,,,
2016-08-03,,,12752700.0,0.127527,106321.0,,,,,
2016-08-04,,,14458300.0,0.144583,78311.0,,,,,
2016-08-05,,,15663200.0,0.156632,87961.0,,,,,
2016-08-06,,,16482000.0,0.16482,52232.0,,,,,
2016-08-07,,,17275700.0,0.172757,51728.0,,,,,
2016-08-08,,,16083500.0,0.160835,85297.0,,,,,
2016-08-09,,,17726000.0,0.17726,39850.0,,,,,
2016-08-10,,,17342900.0,0.173429,115904.0,,,,,
2016-08-11,,,18904500.0,0.189045,112529.0,,,,,
2016-08-12,,,18093200.0,0.180932,148755.0,,,,,
2016-08-13,,,18293200.0,0.182932,109816.0,,,,,
2016-08-14,,,17761500.0,0.177615,115312.0,,,,,
2016-08-15,,,17343100.0,0.173431,59199.0,,,,,
2016-08-16,,,17382300.0,0.173823,66316.0,,,,,
2016-08-17,,,17459400.0,0.174594,82779.0,,,,,
2016-08-18,,,17763600.0,0.177636,54480.0,,,,,
2016-08-19,,,17531400.0,0.175314,33598.0,,,,,
2016-08-20,,,17840200.0,0.178402,23310.0,,,,,
2016-08-21,,,17899800.0,0.178998,83163.0,,,,,
2016-08-22,,,17443800.0,0.174438,67344.0,,,,,
2016-08-23,,,17845200.0,0.178452,59064.0,,,,,
2016-08-24,,,17658000.0,0.17658,45227.0,,,,,
2016-08-25,,,17033400.0,0.170334,26812.0,,,,,
2016-08-26,,,16798000.0,0.16798,30915.0,,,,,
2016-08-27,,,16953100.0,0.169531,23586.0,,,,,
2016-08-28,,,16224900.0,0.162249,35982.0,,,,,
2016-08-29,,,15185300.0,0.151853,53334.0,,,,,
2016-08-30,,,15901700.0,0.159017,44755.0,,,,,
2016-08-31,,,15848600.0,0.158486,59938.0,,,,,
2016-09-01,,,16398400.0,0.163984,48630.0,,,,,
2016-09-02,,,16111100.0,0.161111,45929.0,,,,,
2016-09-03,,,17119100.0,0.171191,54250.0,,,,,
2016-09-04,,,16534500.0,0.165345,28552.0,,,,,
2016-09-05,,,16576600.0,0.165766,26388.0,,,,,
2016-09-06,,,17032700.0,0.170327,68491.0,,,,,
2016-09-07,,,16646400.0,0.166464,58305.0,,,,,
2016-09-08,,,16003000.0,0.16003,24373.0,,,,,
2016-09-09,,,16237700.0,0.162377,33322.0,,,,,
2016-09-10,,,16681100.0,0.166811,27087.0,,,,,
2016-09-11,,,16236200.0,0.162362,37636.0,,,,,
2016-09-12,,,16084300.0,0.160843,39086.0,,,,,
2016-09-13,,,17135000.0,0.17135,29377.0,,,,,
2016-09-14,,,16899800.0,0.168998,20792.0,,,,,
2016-09-15,,,17305400.0,0.173054,43596.0,,,,,
2016-09-16,,,16559600.0,0.165596,12703.0,,,,,
2016-09-17,,,16514200.0,0.165142,89094.0,,,,,
2016-09-18,,,17917600.0,0.179176,55809.0,,,,,
2016-09-19,,,18466200.0,0.184662,42683.0,,,,,
2016-09-20,,,19137000.0,0.19137,171638.0,,,,,
2016-09-21,,,21545200.0,0.215452,127409.0,,,,,
2016-09-22,,,19953200.0,0.199532,53944.0,,,,,
2016-09-23,,,19600000.0,0.196,38658.0,,,,,
2016-09-24,,,18661800.0,0.186618,68776.0,,,,,
2016-09-25,,,18147200.0,0.181472,62099.0,,,,,
2016-09-26,,,17491900.0,0.174919,36526.0,,,,,
2016-09-27,,,17345500.0,0.173455,41339.0,,,,,
2016-09-28,,,17363800.0,0.173638,25885.0,,,,,
2016-09-29,,,17311200.0,0.173112,42652.0,,,,,
2016-09-30,,,17318400.0,0.173184,143538.0,,,,,
2016-10-01,,,19672700.0,0.196727,68996.0,,,,,
2016-10-02,,,18593000.0,0.18593,27277.0,,,,,
2016-10-03,,,18745700.0,0.187457,65785.0,,,,,
2016-10-04,,,19255300.0,0.192553,110394.0,,,,,
2016-10-05,,,21102800.0,0.211028,236077.0,,,,,
2016-10-06,,,21305400.0,0.213054,115933.0,,,,,
2016-10-07,,,21098700.0,0.210987,136663.0,,,,,
2016-10-08,,,20381700.0,0.203817,50465.0,,,,,
2016-10-09,,,21253000.0,0.21253,58742.0,,,,,
2016-10-10,,,21230700.0,0.212307,27118.0,,,,,
2016-10-11,,,20994000.0,0.20994,85220.0,,,,,
2016-10-12,,,20956700.0,0.209567,30333.0,,,,,
2016-10-13,,,21285100.0,0.212851,41826.0,,,,,
2016-10-14,,,20580800.0,0.205808,76178.0,,,,,
2016-10-15,,,20968900.0,0.209689,136396.0,,,,,
2016-10-16,,,22346300.0,0.223463,236807.0,,,,,
2016-10-17,,,23530000.0,0.2353,177063.0,,,,,
2016-10-18,,,24429800.0,0.244298,146243.0,,,,,
2016-10-19,,,24558800.0,0.245588,326732.0,,,,,
2016-10-20,,,24914900.0,0.249149,75405.0,,,,,
2016-10-21,,,24055000.0,0.24055,39153.0,,,,,
2016-10-22,,,24377300.0,0.243773,211276.0,,,,,
2016-10-23,,,27536800.0,0.275368,324055.0,,,,,
2016-10-24,,,31369400.0,0.313694,517981.0,,,,,
2016-10-25,,,33827200.0,0.338272,307680.0,,,,,
2016-10-26,,,35485000.0,0.35485,515087.0,,,,,
2016-10-27,,,33353800.0,0.333538,409265.0,,,,,
2016-10-28,,,32937700.0,0.329377,206322.0,,,,,
2016-10-29,,,33797600.0,0.337976,255905.0,,,,,
2016-10-30,,,34671600.0,0.346716,249473.0,,,,,
2016-10-31,,,35108500.0,0.351085,234987.0,,,,,
2016-11-01,,,32799400.0,0.327994,129183.0,,,,,
2016-11-02,,,34587000.0,0.34587,58897.0,,,,,
2016-11-03,,,35293200.0,0.352932,212870.0,,,,,
2016-11-04,,,34633900.0,0.346339,90495.0,,,,,
2016-11-05,,,34051900.0,0.340519,65271.0,,,,,
2016-11-06,,,34985500.0,0.349855,112262.0,,,,,
2016-11-07,,,36833200.0,0.368332,102888.0,,,,,
2016-11-08,,,35172200.0,0.351722,78647.0,,,,,
2016-11-09,,,34911100.0,0.349111,208008.0,,,,,
2016-11-10,,,36902800.0,0.369028,136051.0,,,,,
2016-11-11,,,37561200.0,0.375612,87279.0,,,,,
2016-11-12,,,37622500.0,0.376225,167249.0,,,,,
2016-11-13,,,40094600.0,0.400946,125585.0,,,,,
2016-11-14,,,39031800.0,0.390318,168500.0,,,,,
2016-11-15,,,38037600.0,0.380376,236251.0,,,,,
2016-11-16,,,35775500.0,0.357755,200041.0,,,,,
2016-11-17,,,33227400.0,0.332274,164967.0,,,,,
2016-11-18,,,32468200.0,0.324682,308090.0,,,,,
2016-11-19,,,29740400.0,0.297404,164366.0,,,,,
2016-11-20,,,30757800.0,0.307578,100018.0,,,,,
2016-11-21,22151.4955127,18,27727600.0,0.277276,77955.0,351.091403635,0.027,0.001,18,
2016-11-22,0.005485794,7,28872600.0,0.288726,75607.0,0.000288726,0.007,0.001,3,
2016-11-23,,,27887100.0,0.278871,38300.0,,,,,
2016-11-24,,,27289200.0,0.272892,140550.0,,,,,
2016-11-25,,,26130800.0,0.261308,52721.0,,,,,
2016-11-26,,,23308700.0,0.233087,102524.0,,,,,
2016-11-27,,,21718300.0,0.217183,72829.0,,,,,
2016-11-28,,,25746800.0,0.257468,94741.0,,,,,
2016-11-29,,,30946600.0,0.309466,129518.0,,,,,
2016-11-30,,,25969400.0,0.259694,69225.0,,,,,
2016-12-01,,,25279600.0,0.252796,38650.0,,,,,
2016-12-02,,,24614400.0,0.246144,53633.0,,,,,
2016-12-03,,,24622300.0,0.246223,43557.0,,,,,
2016-12-04,,,24745300.0,0.247453,51360.0,,,,,
2016-12-05,,,23570700.0,0.235707,33659.0,,,,,
2016-12-06,,,23125200.0,0.231252,38582.0,,,,,
2016-12-07,,,23252200.0,0.232522,26844.0,,,,,
2016-12-08,,,24435200.0,0.244352,23638.0,,,,,
2016-12-09,,,23641400.0,0.236414,18126.0,,,,,
2016-12-10,,,23501000.0,0.23501,9008.0,,,,,
2016-12-11,0.232955,1,23295500.0,0.232955,20208.0,0.232955,0.001,0.001,2,
2016-12-12,0.008466599,1,22882700.0,0.228827,40733.0,0.008466599,0.001,0.001,2,
2016-12-13,0.228146501,3,22883300.0,0.228833,18928.0,0.0228604167,0.003,0.001,2,
2016-12-14,,,23361600.0,0.233616,25330.0,,,,,
2016-12-15,,,22106200.0,0.221062,15290.0,,,,,
2016-12-16,,,22117200.0,0.221172,31752.0,,,,,
2016-12-17,,,24446600.0,0.244466,18214.0,,,,,
2016-12-18,,,23988900.0,0.239889,21916.0,,,,,
2016-12-19,6.330204405,26,22858500.0,0.228585,39801.0,0.2053836225,0.026,0.001,18,
2016-12-20,224.312805664,25,21735400.0,0.217354,70993.0,0.000217354,0.025,0.001,21,
2016-12-21,0.355280417493,20,21254300.0,0.212543,136469.0,0.000212543,0.02,0.001,16,
2016-12-22,1.118622368,4,19484800.0,0.194848,73752.0,0.000194848,0.004,0.001,4,
2016-12-23,0.000768312,4,19207800.0,0.192078,45692.0,0.000192078,0.004,0.001,5,
2016-12-24,0.00097877,5,19575400.0,0.195754,32473.0,0.000195754,0.005,0.001,6,
2016-12-25,549.909737788,7,18544400.0,0.185444,26826.0,11.2638557644,0.007,0.001,6,
2016-12-26,81.668321004,9,20629200.0,0.206292,29712.0,4.126458876,0.009,0.001,8,
2016-12-27,0.001220784,6,20346400.0,0.203464,54308.0,0.000203464,0.006,0.001,6,
2016-12-28,112.843271299,11,18775700.0,0.187757,52386.0,0.000187757,0.011,0.001,11,
2016-12-29,1.844048736,3,18436800.0,0.184368,49410.0,0.000184368,0.003,0.001,3,
2016-12-30,0.001045485,5,20909700.0,0.209097,26185.0,0.000209097,0.005,0.001,5,
2016-12-31,0.000229221,1,22922100.0,0.229221,48047.0,0.000229221,0.001,0.001,2,
2017-01-01,0.024584868,3,25086600.0,0.250866,35423.0,0.000250866,0.003,0.001,4,
2017-01-02,5.5883808162,2,22142900.0,0.221429,37158.0,2.7941904081,0.002,0.001,3,
2017-01-03,0.000232669,1,23266900.0,0.232669,28997.0,0.000232669,0.001,0.001,2,
2017-01-04,0.000239891,1,23989100.0,0.239891,75184.0,0.000239891,0.001,0.001,2,
2017-01-05,5.9823529606,3,24155800.0,0.241558,28182.0,0.289628042,0.003,0.001,4,
2017-01-06,0.000700941,3,23364700.0,0.233647,62838.0,0.000233647,0.003,0.001,3,
2017-01-07,0.000212612,1,21261200.0,0.212612,42203.0,0.000212612,0.001,0.001,2,
2017-01-08,0.002393424,11,21758400.0,0.217584,18438.0,0.000217584,0.011,0.001,6,
2017-01-09,0.00042754,2,21377000.0,0.21377,29743.0,0.00021377,0.002,0.001,2,
2017-01-10,0.000436666,2,21833300.0,0.218333,14961.0,0.000218333,0.002,0.001,2,
2017-01-11,8.54313026621,5,22488800.0,0.224888,29956.0,0.404348624,0.005,0.001,6,
2017-01-12,153.761133061,4,20115900.0,0.201159,13289.0,0.000201159,0.004,0.001,5,
2017-01-13,0.000205282,1,20528200.0,0.205282,14030.0,0.000205282,0.001,0.001,2,
2017-01-14,0.0035225995,5,21879500.0,0.218795,33042.0,0.000218795,0.005,0.001,5,
2017-01-15,0.000232277,1,23227700.0,0.232277,42740.0,0.000232277,0.001,0.001,2,
2017-01-16,0.000237278,1,23727800.0,0.237278,57903.0,0.000237278,0.001,0.001,2,
2017-01-17,12.312536775,6,23677500.0,0.236775,36356.0,0.000236775,0.006,0.001,7,
2017-01-18,0.000490254,2,24512700.0,0.245127,34180.0,0.000245127,0.002,0.001,2,
2017-01-19,0.000505288,2,25264400.0,0.252644,33177.0,0.000252644,0.002,0.001,3,
2017-01-20,,,23529800.0,0.235298,7215.0,,,,,
2017-01-21,,,23477900.0,0.234779,23460.0,,,,,
2017-01-22,,,24158300.0,0.241583,21406.0,,,,,
2017-01-23,,,24980800.0,0.249808,37598.0,,,,,
2017-01-24,2.2292283348,4,24170800.0,0.241708,22123.0,0.538283716,0.004,0.001,5,
2017-01-25,0.000467428,2,23371400.0,0.233714,22286.0,0.000233714,0.002,0.001,3,
2017-01-26,0.000234656,1,23465600.0,0.234656,40554.0,0.000234656,0.001,0.001,2,
2017-01-27,2.127046572,6,23628600.0,0.236286,36451.0,0.118261143,0.006,0.001,7,
2017-01-28,338.338707413,17,23654300.0,0.236543,18724.0,0.265745837112,0.017,0.001,15,
2017-01-29,1807.77993881,13,24477100.0,0.244771,53622.0,24.476855229,0.013,0.001,13,
2017-01-30,1410.68317578,11,23908900.0,0.239089,35015.0,48.056410822,0.011,0.001,10,
2017-01-31,3099.96590256,31,23227000.0,0.23227,33927.0,7.28437510251,0.031,0.001,22,
2017-02-01,274.556986425,3,22586800.0,0.225868,24365.0,48.6912451054,0.003,0.001,5,
2017-02-02,9382.22949898,37,23083700.0,0.230837,32076.0,27.446057626,0.037,0.001,30,
2017-02-03,5327.40720951,295,21193400.0,0.211934,115689.0,2.11934e-09,0.295,0.001,21,
2017-02-04,122488.808927,496,22947100.0,0.229471,58343.0,2.29471e-09,0.496,0.001,28,
2017-02-05,8294.87379637,550,22132600.0,0.221326,49044.0,2.21326e-09,0.55,0.001,33,
2017-02-06,60323.506023,549,22474400.0,0.224744,99127.0,2.24744e-09,0.549,0.001,84,
2017-02-07,18808.5616597,1444,26497500.0,0.264975,41996.0,1.9871800125,1.444,0.001,492,
2017-02-08,26029.7605238,2086,25604200.0,0.256042,25869.0,1.279953958,2.086,0.001,544,
2017-02-09,65528.6368389,2705,26496100.0,0.264961,42759.0,1.589766,2.705,0.001,539,
2017-02-10,48377.9356934,2664,24845700.0,0.248457,29023.0,2.733027,2.664,0.001,692,
2017-02-11,58334.1683724,2553,23677200.0,0.236772,48287.0,2.841027228,2.553,0.001,616,
2017-02-12,52770.4053204,2680,24238500.0,0.242385,32411.0,2.423607615,2.685,0.001,584,
2017-02-13,878908.740122,2517,24996300.0,0.249963,16161.0,5.248973037,2.518,0.001,605,
2017-02-14,120552.003785,2324,24728000.0,0.24728,155975.0,7.04735636,2.332,0.001,616,
2017-02-15,95522.8878139,2902,24286700.0,0.242867,75001.0,3.885872,2.903,0.001,610,
2017-02-16,48629.3154248,3569,24486300.0,0.244863,60036.0,3.672700137,3.57,0.001,603,
2017-02-17,72001.1011629,3575,24964000.0,0.24964,50195.0,3.49496,3.5765,0.001,587,
2017-02-18,97616.1840517,3145,25302000.0,0.25302,50274.0,2.02390698,3.15,0.001,793,
2017-02-19,50181.3238214,3235,24500100.0,0.245001,90623.0,0.0245001,3.235,0.001,815,
2017-02-20,53120.5142166,5032,24111200.0,0.241112,59416.0,0.0241112,5.037,0.001,1075,
2017-02-21,104443.251978,5560,24612300.0,0.246123,91137.0,0.0246123,5.564,0.001,1270,
2017-02-22,42001.0861203,4949,21918500.0,0.219185,45672.0,0.0219185,4.951,0.001,1005,
