date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses,medianTxValue(USD)
2017-06-27,,1,,,,2,,
2017-06-28,,317,,,,297,,
2017-06-29,,122,,,,117,,
2017-06-30,,97,,,,96,,
2017-07-01,,50,,,,48,,
2017-07-02,,108,,,,97,,
2017-07-03,,80,,,,79,,
2017-07-04,,58,,,,52,,
2017-07-05,,316,,,,298,,
2017-07-06,,453,,,,404,,
2017-07-07,,263,,,,246,,
2017-07-08,,202,,,,183,,
2017-07-09,,223,,,,205,,
2017-07-10,,84,,,,79,,
2017-07-11,,88,,,,83,,
2017-07-12,,88,,,,85,,
2017-07-13,,416,,,,370,,
2017-07-14,,871,,,,719,,
2017-07-15,,608,,,,498,,
2017-07-16,,742,,,,636,,
2017-07-17,,236,,,,209,,
2017-07-18,491764.959648,242,0.0,0.06865,61497.0,193,335.798042536,
2017-07-19,296786.887298,216,3787923.0,0.0568,69380.0,182,279.035680031,
2017-07-20,268624.238116,344,4409748.0,0.066124,64516.0,296,661.24,
2017-07-21,66652.557919,126,3584259.0,0.052881,34470.0,101,217.658195995,
2017-07-22,102670.883724,91,4133022.0,0.060978,23393.0,88,304.89,
2017-07-23,65957.1137382,92,4087943.0,0.060313,29665.0,76,203.904717222,
2017-07-24,78957.3635072,110,3836525.0,0.056603,30338.0,87,296.075310186,
2017-07-25,71397.8732642,91,3114561.0,0.045952,12101.0,76,229.76,
2017-07-26,120886.541108,611,3362104.0,0.049604,14125.0,601,24.0631126863,
2017-07-27,52859.7827891,97,3119531.0,0.045467,23320.0,86,208.244816063,
2017-07-28,31693.4322459,54,2949028.0,0.042982,23079.0,53,361.048799993,
2017-07-29,31394.2221954,70,2646854.0,0.038578,24330.0,63,85.0846712023,
2017-07-30,29049.8711566,99,2965252.0,0.043219,34094.0,87,201.40480269,
2017-07-31,24554.0171265,70,2907513.0,0.042377,21423.0,67,127.131,
2017-08-01,16861.1157107,48,2569637.0,0.037452,31951.0,59,182.634817507,
2017-08-02,6122371.30911,1544,2891887.0,0.042149,26129.0,1506,12.4338290588,
2017-08-03,51518.7129229,465,2871015.0,0.041845,35677.0,427,16.4588666215,
2017-08-04,51313.3301763,273,3013865.0,0.043927,27831.0,243,17.2297892428,
2017-08-05,70785.5043471,245,3284552.0,0.047872,78172.0,233,58.8102080147,
2017-08-06,217396.626998,524,4597398.0,0.067007,110909.0,413,64.5754504574,
2017-08-07,784482.920254,1168,8072331.0,0.100639,618445.0,793,180.8986025,
2017-08-08,2635233.78266,560,14289971.0,0.177745,266988.0,410,346.0304111,
2017-08-09,327823.554927,345,13018971.0,0.184571,222484.0,245,239.757729,
2017-08-10,533090.608926,484,12042611.0,0.170729,365852.0,289,330.748740102,
2017-08-11,3125061.38572,1174,15772304.0,0.223574,1337950.0,804,223.350426,
2017-08-12,3259618.50685,1740,35359444.0,0.501224,2246300.0,1129,501.224,
2017-08-13,5301583.53048,1508,73425632.0,1.04,1902750.0,1048,1021.28,
2017-08-14,2276693.78418,767,53024544.0,0.749502,1201880.0,581,534.351999375,
2017-08-15,3665744.34446,541,56829828.0,0.80329,975342.0,420,584.98831633,
2017-08-16,2075216.65072,727,50228744.0,0.709933,1380050.0,576,538.839147114,
2017-08-17,5222352.41201,1157,66579488.0,0.940835,2583040.0,845,823.87980115,
2017-08-18,4155300.31891,845,82718176.0,1.17,1942910.0,608,966.49721766,
2017-08-19,2261288.75906,520,81667272.0,1.15,993767.0,419,1011.425,
2017-08-20,3398275.22059,719,87995472.0,1.24,856033.0,576,818.1768,
2017-08-21,3533388.91899,875,81767040.0,1.16,1001250.0,767,992.454124,
2017-08-22,2840210.98163,643,77712344.0,1.1,955651.0,437,809.6,
2017-08-23,1562242.45425,437,71942736.0,1.02,707674.0,348,834.914914007,
2017-08-24,3036174.84881,547,69657792.0,0.984311,1022480.0,410,931.092219808,
2017-08-25,2673627.92188,437,74966992.0,1.06,589840.0,348,1129.8116,
2017-08-26,1986550.08802,386,68376912.0,0.966211,461536.0,304,676.089273061,
2017-08-27,2811383.80813,375,68921128.0,0.973901,493999.0,303,779.222081136,
2017-08-28,1476976.20478,485,68389928.0,0.966395,675985.0,365,965.428605,
2017-08-29,1024268.37749,476,59795884.0,0.844955,695080.0,376,570.344625,
2017-08-30,979272.260664,490,56059456.0,0.792157,592616.0,369,533.974026899,
2017-08-31,1234530.98403,414,59079512.0,0.834833,551303.0,331,500.504819587,
2017-09-01,2346888.76774,836,61211872.0,0.864964,1987910.0,658,598.078272482,
2017-09-02,2098793.31779,517,87631608.0,1.23,1029700.0,414,720.99732287,
2017-09-03,1275135.1842,402,67799784.0,0.952727,446969.0,302,619.871273539,
2017-09-04,2329415.80895,468,66552656.0,0.935202,857825.0,411,553.948461493,
