date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,activeAddresses,medianTxValue(USD)
2015-12-25,618007.94688,45,951600.0,1.0,618112.0,0.0,12,41.89,
2015-12-26,7732.43229245,19,951600.0,1.0,15305.0,0.0,15,126.74819129,
2015-12-27,25348.5531285,21,951600.0,1.0,26317.0,0.0,14,552.0,
2015-12-28,158066.115596,23,951600.0,1.0,82323.0,0.0,18,153.3,
2015-12-29,18856.0892113,65,951600.0,1.0,14115.0,0.0,29,6.4,
2015-12-30,257798.661445,25,951600.0,1.0,7389.0,0.0,18,42.0,
2015-12-31,7469.65379143,24,951600.0,1.0,6995.0,0.0,11,116.345,
2016-01-01,4095.22702226,28,951600.0,1.0,4876.0,0.0,15,23.47,
2016-01-02,2075.79960308,92,951600.0,1.0,4701.0,0.0,17,0.00016392,
2016-01-03,410.90435581,497,951600.0,1.0,1389.0,0.0,8,0.00015928,
2016-01-04,163693.157954,1564,951600.0,1.0,81182.0,0.0,18,0.00016046,
2016-01-05,1581.9411654,52,951600.0,1.0,1350.0,0.0,37,0.9936875,
2016-01-06,1061117.81124,28,951838.0,1.0,541019.0,500000.0,16,16.66562062,
2016-01-07,856329.265382,73,1451600.0,1.0,25544.0,0.0,42,125.0,
2016-01-08,20355.3986853,44,1451600.0,1.0,13420.0,0.0,34,22.15,
2016-01-09,2168.81126855,18,1451600.0,1.0,3359.0,0.0,12,43.35,
2016-01-10,66943.9555621,33,1451600.0,1.0,66196.0,0.0,15,76.68,
2016-01-11,315639.743725,34,1451600.0,1.0,118900.0,0.0,23,401.81,
2016-01-12,2051.22063739,28,1451600.0,1.0,11714.0,0.0,18,17.49746101,
2016-01-13,364136.368596,25,1451600.0,1.0,9873.0,0.0,23,29.91947938,
2016-01-14,22990.6236589,26,1452270.0,1.0,20292.0,0.0,19,373.1,
2016-01-15,172739.064508,26,1451600.0,1.0,95995.0,0.0,25,206.87373295,
2016-01-16,65751.7690724,43,1451600.0,1.0,74254.0,0.0,30,297.4,
2016-01-17,5258.524259,26,1452170.0,1.0,17361.0,0.0,9,112.055,
2016-01-18,141385.093549,71,1451600.0,1.0,160834.0,0.0,28,249.93,
2016-01-19,2733444.03426,36,1451600.0,1.0,9857.0,0.0,20,385.22377803,
2016-01-20,1282746.68958,39,1451600.0,1.0,17069.0,0.0,24,200.0,
2016-01-21,29388.9584748,50,1451600.0,1.0,35772.0,0.0,22,90.845,
2016-01-22,968254.191811,39,1451600.0,1.0,26682.0,0.0,20,171.04,
2016-01-23,14178.8701606,32,1451700.0,1.0,28438.0,0.0,17,111.46,
2016-01-24,8726.17015545,20,1451770.0,1.0,21139.0,0.0,12,62.965,
2016-01-25,17008.0289998,42,1451610.0,1.0,44570.0,0.0,25,10.0,
2016-01-26,82640.2027213,18,1451610.0,1.0,69162.0,0.0,15,193.8,
2016-01-27,19464.109589,48,1451600.0,1.0,37598.0,0.0,22,106.065,
2016-01-28,303640.126364,52,1451600.0,1.0,155498.0,0.0,27,41.24,
2016-01-29,81974.5415209,39,1451600.0,0.999999,73399.0,0.0,23,96.999903,
2016-01-30,5160.7491617,10,1451570.0,0.999978,6307.0,0.0,13,74.99835,
2016-01-31,3133.77126487,16,1451600.0,1.0,10385.0,0.0,11,163.94288547,
2016-02-01,59413.4588546,30,1451600.0,0.999999,76317.0,0.0,20,374.05962594,
2016-02-02,705968.792815,22,1451560.0,0.999969,7113.0,0.0,12,272.72154537,
2016-02-03,208393.999927,58,1451600.0,1.0,104733.0,0.0,28,283.965,
2016-02-04,210878.979069,53,1451600.0,1.0,150392.0,0.0,24,296.46,
2016-02-05,225801.985864,31,1451600.0,1.0,97341.0,0.0,17,413.9,
2016-02-06,709855.877679,32,1451600.0,1.0,715070.0,0.0,23,480.938353,
2016-02-07,13340.8765015,29,1451600.0,1.0,27176.0,0.0,15,484.17,
2016-02-08,37698.9142942,30,1451600.0,1.0,36002.0,0.0,16,116.375,
2016-02-09,11668.4319152,21,1451600.0,1.0,36351.0,0.0,17,352.702681,
2016-02-10,55584.9867697,63,1451600.0,1.0,125936.0,0.0,22,159.04,
2016-02-11,32186.1177371,50,1451600.0,1.0,65354.0,0.0,21,71.88151188,
2016-02-12,301608.753334,110,1451600.0,1.0,407856.0,0.0,37,94.9035625,
2016-02-13,27296.794796,67,1451600.0,1.0,98085.0,0.0,28,96.30599988,
2016-02-14,25414.5166263,62,1451600.0,1.0,52365.0,0.0,24,65.65355999,
2016-02-15,56517.2136018,73,1452860.0,1.0,95454.0,0.0,27,112.46,
2016-02-16,18102.7875238,30,1451610.0,1.0,58641.0,0.0,18,92.61532581,
2016-02-17,268097.093595,99,1451610.0,1.0,169298.0,0.0,33,88.02,
2016-02-18,47982.9200236,60,1451600.0,1.0,71827.0,0.0,27,33.7,
2016-02-19,26786.5899201,40,1451600.0,1.0,50866.0,0.0,20,13.605,
2016-02-20,30640.8707553,61,1451600.0,1.0,57051.0,0.0,14,337.5,
2016-02-21,28478.7127933,93,1451600.0,1.0,55018.0,0.0,27,61.4,
2016-02-22,19443.5455029,55,1451600.0,1.0,46520.0,0.0,23,337.5,
2016-02-23,32252.343698,56,1451600.0,1.0,107259.0,0.0,28,133.96791517,
2016-02-24,29778.2209013,66,1451600.0,1.0,85160.0,0.0,32,146.27280688,
2016-02-25,496945.234603,195,1451370.0,0.999844,433922.0,0.0,58,403.223194947,
2016-02-26,111925.467376,82,1451600.0,1.0,102891.0,0.0,40,129.54168163,
2016-02-27,73924.856599,61,1451600.0,1.0,96721.0,0.0,21,267.5085108,
2016-02-28,45114.4987723,57,1451600.0,1.0,114084.0,0.0,25,149.57,
2016-02-29,68167.5704439,49,1451600.0,1.0,77532.0,0.0,17,110.88,
2016-03-01,336111.074078,70,1451630.0,1.0,143221.0,0.0,26,388.65,
2016-03-02,36529.3289811,65,1451590.0,0.999991,61533.0,0.0,27,119.4989245,
2016-03-03,64503.2437626,55,1451540.0,0.999961,179492.0,0.0,31,87.7501907491,
2016-03-04,29095.3010607,76,1451600.0,0.999999,150575.0,0.0,24,31.434977145,
2016-03-05,184693.073252,131,1451600.0,1.0,354905.0,0.0,39,395.25,
2016-03-06,81931.0453236,107,1451600.0,1.0,279531.0,0.0,31,180.21873822,
2016-03-07,44788.4723277,22,1451600.0,0.999998,143086.0,0.0,16,763.998472,
2016-03-08,57789.2039528,22,1451600.0,0.999998,144215.0,0.0,18,499.999,
2016-03-09,38036.0507951,30,1451600.0,1.0,158280.0,0.0,22,83.7523271,
2016-03-10,29260.9851416,38,1451450.0,0.999895,126353.0,0.0,20,657.4309625,
2016-03-11,39305.5404483,32,1451590.0,0.999994,92528.0,0.0,20,544.99673,
2016-03-12,22670.3337832,23,1451590.0,0.999995,253278.0,0.0,17,129.99935,
2016-03-13,20668.0113767,46,1451450.0,0.999896,209067.0,0.0,27,151.293953692,
2016-03-14,51931.2701574,81,1451480.0,0.999917,369834.0,0.0,25,304.98468417,
2016-03-15,40016.0245374,61,1451590.0,0.999994,72352.0,0.0,27,307.50815494,
2016-03-16,18876.6,29,1451600.0,1.0,74773.0,0.0,15,208.07,
2016-03-17,70527.2251028,54,1451600.0,1.0,219091.0,0.0,23,102.35,
2016-03-18,66995.4385056,41,1451580.0,0.999983,326978.0,0.0,18,487.991704,
2016-03-19,66359.7053989,31,1451590.0,0.999998,119685.0,0.0,21,999.998,
2016-03-20,16719.0227427,20,1451590.0,0.999998,82858.0,0.0,13,228.171532846,
2016-03-21,85980.689579,48,1451590.0,0.999998,188116.0,0.0,14,204.10459179,
2016-03-22,44456.6826794,39,1451590.0,0.999999,118249.0,0.0,13,219.99978,
2016-03-23,74476.0415239,25,1451590.0,0.999999,82970.0,0.0,20,142.999857,
2016-03-24,32886.5672606,40,1451590.0,0.999999,108214.0,0.0,16,3.4999965,
2016-03-25,13641.0559982,18,1451550.0,0.999973,32068.0,0.0,16,29.99919,
2016-03-26,12678.8378006,22,1451590.0,1.0,43612.0,0.0,11,43.78,
2016-03-27,64869.2014745,48,1451590.0,1.0,111330.0,0.0,11,205.48,
2016-03-28,39133.2547753,44,1451590.0,1.0,112757.0,0.0,16,229.75,
2016-03-29,943172.246195,56,1451590.0,1.0,1042210.0,0.0,23,243.005,
2016-03-30,79819.797327,38,1451590.0,1.0,204201.0,0.0,16,208.05990505,
2016-03-31,128172.87437,49,1451590.0,1.0,147747.0,0.0,25,2.5,
2016-04-01,122585.382359,45,1451590.0,1.0,50033.0,0.0,30,249.5,
2016-04-02,124117.71067,23,1451590.0,1.0,103658.0,0.0,14,170.9492956,
2016-04-03,51871.2991269,80,1451590.0,1.0,99267.0,0.0,25,171.78348815,
2016-04-04,532874.996172,98,1451590.0,1.0,486533.0,0.0,27,229.5,
2016-04-05,59443.6620533,26,1451590.0,1.0,115498.0,0.0,18,213.57783698,
2016-04-06,56311.8237728,50,1451590.0,1.0,82048.0,0.0,29,10.53,
2016-04-07,6230.53829757,17,1451620.0,1.0,44185.0,0.0,10,10.43829757,
2016-04-08,353469.978722,25,1451620.0,1.0,441626.0,0.0,15,202.08231373,
2016-04-09,24103.8783373,63,1451590.0,1.0,117876.0,0.0,18,209.63432492,
2016-04-10,4193.42647922,29,1451590.0,1.0,173469.0,0.0,11,133.37,
2016-04-11,10009.5271692,38,1451590.0,1.0,38497.0,0.0,28,98.52,
2016-04-12,342049.449698,49,1451370.0,0.999846,430502.0,0.0,19,222.8156811,
2016-04-13,163286.822364,41,1451590.0,1.0,173569.0,0.0,19,99.9,
2016-04-14,417958.454349,39,1451590.0,1.0,349208.0,0.0,24,1372.5,
2016-04-15,66130.9813242,19,1451590.0,1.0,79197.0,0.0,13,79.58,
2016-04-16,51439.3750334,17,1451590.0,1.0,66411.0,0.0,15,1574.8,
2016-04-17,27361.3722078,39,1451590.0,1.0,121920.0,0.0,16,215.87494991,
2016-04-18,229555.514064,35,1451590.0,1.0,160979.0,0.0,21,233.61,
2016-04-19,78315.2551654,27,1451590.0,1.0,116370.0,0.0,16,141.33419025,
2016-04-20,73474.1551875,42,1451590.0,1.0,103226.0,0.0,17,207.16264056,
2016-04-21,203689.976756,65,1451590.0,1.0,278840.0,0.0,31,218.5,
2016-04-22,158854.610605,62,1451590.0,1.0,143608.0,0.0,30,199.13593618,
2016-04-23,502151.850929,31,1451590.0,1.0,512936.0,0.0,14,209.0,
2016-04-24,42019.076519,23,1451590.0,1.0,68016.0,0.0,15,79.52,
2016-04-25,367369.15433,57,1451590.0,1.0,298864.0,0.0,31,244.5,
2016-04-26,503331.087542,48,1451590.0,1.0,515109.0,0.0,23,2899.5,
2016-04-27,1012492.75911,39,1451590.0,1.0,481952.0,0.0,33,300.0,
2016-04-28,576895.742632,70,1451590.0,1.0,544476.0,500000.0,27,337.5,
2016-04-29,187019.2771,51,1951590.0,1.0,146006.0,0.0,29,369.19,
2016-04-30,534424.887345,81,1951590.0,1.0,454278.0,0.0,22,234.4,
2016-05-01,20638.761521,33,1951590.0,1.0,49006.0,0.0,9,235.56,
2016-05-02,92171.6739224,52,1951590.0,1.0,193440.0,0.0,17,242.09,
2016-05-03,422976.66829,27,1951590.0,1.0,408428.0,0.0,15,1414.0,
2016-05-04,300432.385566,24,1951590.0,1.0,215176.0,0.0,15,370.7073012,
2016-05-05,1200700.36923,33,1951590.0,1.0,753773.0,0.0,16,269.21953357,
2016-05-06,2697793.76543,47,1951590.0,1.0,2747610.0,0.0,22,201.01,
2016-05-07,34305.7169907,41,1951590.0,1.0,73083.0,0.0,19,235.0,
2016-05-08,45545.1735298,16,1951590.0,1.0,80059.0,0.0,12,73.88,
2016-05-09,397959.298642,27,1951590.0,1.0,324466.0,0.0,16,5000.0,
2016-05-10,6493842.6032,51,1951590.0,1.0,6102180.0,0.0,17,3024.0,
2016-05-11,231174.028984,27,1951590.0,1.0,270254.0,0.0,18,65.77222995,
2016-05-12,356506.977856,25,1951590.0,1.0,168513.0,0.0,18,223.5,
2016-05-13,4384.477892,21,1951590.0,1.0,62149.0,0.0,13,96.85,
2016-05-14,3074.7322783,4,1958050.0,1.0,61320.0,0.0,6,1000.0,
2016-05-15,164492.739033,26,1958460.0,1.0,219450.0,0.0,24,48.29093375,
2016-05-16,1017157.86893,16,1951590.0,1.0,567230.0,0.0,14,1159.75,
2016-05-17,136225.455957,27,1951590.0,1.0,178706.0,0.0,23,129.5,
2016-05-18,192796.064,71,1951590.0,1.0,229307.0,0.0,30,242.0,
2016-05-19,251927.715708,56,1951590.0,1.0,329926.0,0.0,29,850.0,
2016-05-20,210854.088025,112,1951590.0,1.0,261677.0,0.0,38,235.85,
2016-05-21,112925.923903,121,1951590.0,1.0,167338.0,0.0,29,279.0,
2016-05-22,8204.12020909,42,1951590.0,1.0,104196.0,0.0,10,268.75,
2016-05-23,293813.831395,89,1951590.0,1.0,190548.0,0.0,34,266.0,
2016-05-24,214697.901298,56,1951590.0,1.0,153609.0,0.0,29,282.41,
2016-05-25,154644.147911,45,1951630.0,1.0,209870.0,0.0,23,49.957564,
2016-05-26,5704808.61583,60,1951590.0,1.0,5707670.0,0.0,26,1384.0,
2016-05-27,509396.724714,164,1951590.0,1.0,707718.0,0.0,34,335.64,
2016-05-28,317450.268661,292,1951590.0,1.0,613257.0,0.0,45,332.7,
2016-05-29,1775536.40728,292,1951590.0,1.0,705697.0,0.0,67,517.9,
2016-05-30,606096.233047,198,1951590.0,1.0,422532.0,0.0,53,307.63,
2016-05-31,189224.67677,198,1951590.0,1.0,2580270.0,0.0,42,337.5,
2016-06-01,1270324.17356,256,1951590.0,1.0,1030660.0,1000000.0,51,495.16,
2016-06-02,203375.418201,119,2951590.0,1.0,223416.0,0.0,36,437.37,
2016-06-03,5068283.23363,197,2951590.0,1.0,2459760.0,0.0,50,450.0,
2016-06-04,110700.388326,73,2951590.0,1.0,438311.0,0.0,32,533.19,
2016-06-05,237055.927308,52,2951590.0,1.0,139775.0,0.0,31,117.955,
2016-06-06,725021.36422,98,2951590.0,1.0,792495.0,0.0,41,64.505,
2016-06-07,107273.931767,107,2951590.0,1.0,295779.0,0.0,38,134.32,
2016-06-08,44319.9104453,57,2951590.0,1.0,155586.0,0.0,24,174.15,
2016-06-09,1760383.22594,105,2951590.0,1.0,149115.0,0.0,33,129.5,
2016-06-10,203204.56141,63,2951590.0,1.0,206234.0,0.0,31,164.52,
2016-06-11,32012.4303009,57,2951590.0,1.0,134797.0,0.0,13,499.8,
2016-06-12,369994.615482,325,2951590.0,1.0,1030810.0,0.0,50,374.18173507,
2016-06-13,1479682.38653,368,2951590.0,1.0,1673420.0,0.0,79,523.06,
2016-06-14,2514520.6048,456,2951590.0,1.0,2479570.0,3000000.0,112,704.0,
2016-06-15,3424905.60012,455,5951590.0,1.0,1738970.0,0.0,102,781.94,
2016-06-16,2013100.14593,456,5951590.0,1.0,3547690.0,0.0,101,751.89,
2016-06-17,1824369.87519,400,5951580.0,0.999999,6105470.0,0.0,126,628.4993715,
2016-06-18,1265316.61286,294,5951580.0,0.999999,3759450.0,0.0,70,608.202441837,
2016-06-19,438635.7222,163,5951580.0,0.999999,1377470.0,0.0,63,274.80972519,
2016-06-20,2653353.15038,152,5951580.0,0.999999,2855850.0,0.0,49,999.999,
2016-06-21,2892958.39897,307,5951590.0,1.0,3652970.0,0.0,76,860.94,
2016-06-22,1668924.08362,220,5951590.0,1.0,3966370.0,0.0,64,692.23923221,
2016-06-23,799543.294175,273,5951590.0,1.0,2838010.0,0.0,83,1004.12,
2016-06-24,1875199.58928,207,5951590.0,1.0,3067830.0,0.0,86,1407.62,
2016-06-25,160153.481313,136,5951650.0,1.0,1223680.0,0.0,46,356.23,
2016-06-26,364879.19532,109,5951650.0,1.0,798039.0,0.0,33,258.22,
2016-06-27,149436.077825,97,5951650.0,1.0,576205.0,0.0,52,399.5,
2016-06-28,1515107.6999,153,5951310.0,0.999953,2242170.0,0.0,60,1252.29190871,
2016-06-29,456169.570474,83,5951590.0,1.0,808151.0,0.0,32,1795.6100069,
2016-06-30,858885.456031,100,5951590.0,1.0,1322550.0,0.0,40,1575.1069747,
2016-07-01,716453.464286,95,5951590.0,1.0,985150.0,0.0,43,4681.5,
2016-07-02,162157.958985,48,5951590.0,1.0,561867.0,0.0,27,616.11,
2016-07-03,613570.068451,65,5951590.0,1.0,1161670.0,0.0,26,2860.65,
2016-07-04,845933.291338,186,5951590.0,1.0,1703670.0,0.0,48,1257.49305914,
2016-07-05,742477.163454,135,5951590.0,1.0,1405480.0,0.0,49,1099.5,
2016-07-06,289360.300449,76,5951590.0,1.0,567909.0,0.0,35,217.93,
2016-07-07,1210858.57348,165,5951590.0,1.0,1875330.0,0.0,49,1939.69763112,
2016-07-08,760462.934237,98,5951540.0,0.999991,1277010.0,0.0,44,1499.9865,
2016-07-09,337352.439707,81,5951580.0,0.999999,878486.0,0.0,31,566.995235144,
2016-07-10,157524.613465,42,5951580.0,0.999999,284642.0,0.0,25,447.13955286,
2016-07-11,456928.726743,71,5951580.0,0.999999,651964.0,0.0,40,656.748325751,
2016-07-12,702652.774699,69,5952540.0,1.0,888710.0,1000000.0,45,1000.0,
2016-07-13,344582.47736,44,6951590.0,1.0,368649.0,0.0,23,2000.17271385,
2016-07-14,353030.212624,45,6951590.0,1.0,640118.0,0.0,30,1999.5,
2016-07-15,433886.947617,60,6951590.0,1.0,581262.0,0.0,35,541.59242803,
2016-07-16,177197.904795,38,6951590.0,1.0,289175.0,0.0,25,366.34242803,
2016-07-17,161099.492078,32,6951590.0,1.0,333668.0,0.0,18,249.75,
2016-07-18,613438.809744,107,6951590.0,1.0,1131710.0,0.0,39,299.5,
2016-07-19,696546.059227,51,6951590.0,1.0,798546.0,0.0,27,6000.0,
2016-07-20,1472008.86807,79,6951660.0,1.0,1571990.0,0.0,40,487.5,
2016-07-21,241224.17909,31,6951590.0,1.0,313139.0,0.0,23,3000.0,
2016-07-22,779783.403098,118,6951590.0,1.0,1537170.0,0.0,66,49.99005086,
2016-07-23,321721.075362,38,6951590.0,1.0,618298.0,0.0,26,1000.0,
2016-07-24,518825.61258,66,6951590.0,1.0,1208880.0,0.0,25,999.5,
2016-07-25,1230537.77331,40,6951590.0,1.0,1425810.0,0.0,28,662.91,
2016-07-26,957040.088047,91,6951580.0,0.999999,1867980.0,0.0,38,1006.6783668,
2016-07-27,577734.593074,89,6951590.0,1.0,928283.0,0.0,37,658.21,
2016-07-28,961048.568721,55,6951590.0,1.0,1369300.0,0.0,39,530.63144978,
2016-07-29,344053.193556,38,6951590.0,1.0,351932.0,0.0,29,700.0,
2016-07-30,48588.433938,15,6952150.0,1.0,158622.0,0.0,14,44.5,
2016-07-31,230427.188689,49,6951660.0,1.0,893038.0,0.0,32,700.0,
2016-08-01,910421.847431,113,6951330.0,0.999962,1944300.0,0.0,40,1099.9582,
2016-08-02,941789.40318,111,6951580.0,0.999999,7399410.0,0.0,62,997.153848165,
2016-08-03,198836.750089,75,6951560.0,0.999995,4139570.0,0.0,49,748.570596868,
2016-08-04,20744.1783808,22,6951560.0,0.999996,2005600.0,0.0,22,55.71977712,
2016-08-05,25407.7624213,28,6951560.0,0.999996,623230.0,0.0,23,329.99868,
2016-08-06,50007.3537534,11,6950420.0,0.999831,879406.0,0.0,10,215.727137471,
2016-08-07,9759.79990924,37,6948510.0,0.999557,1205650.0,0.0,24,78.1473453429,
2016-08-08,33926.8607342,23,6948510.0,0.999557,613117.0,0.0,23,89.96013,
2016-08-09,137890.442156,23,6948510.0,0.999557,1735260.0,0.0,19,401.83190957,
2016-08-10,92099.3111004,28,6948510.0,0.999557,1457520.0,0.0,25,419.22420123,
2016-08-11,20892.1408788,24,6766850.0,0.973424,1162530.0,0.0,19,132.230102016,
2016-08-12,10738.5586322,24,6690020.0,0.962372,912390.0,0.0,24,29.9358543263,
2016-08-13,245852.595094,41,6687830.0,0.962058,593801.0,0.0,24,191.930571,
2016-08-14,254162.069558,49,6951580.0,0.999999,1274390.0,0.0,22,1999.998,
2016-08-15,898115.408834,42,6951580.0,0.999999,1680290.0,0.0,34,1475.74852425,
2016-08-16,1913437.95635,82,6951580.0,0.999999,2197340.0,0.0,60,352.943499926,
2016-08-17,2026805.69324,89,6951590.0,1.0,2394770.0,0.0,43,626.14604231,
2016-08-18,406102.104133,45,6951590.0,1.0,849307.0,0.0,33,500.0,
2016-08-19,804660.033617,54,6951590.0,1.0,1258110.0,0.0,34,644.5,
2016-08-20,267162.567198,48,6951590.0,1.0,603297.0,0.0,33,762.32035114,
2016-08-21,202482.280984,35,6951590.0,1.0,281378.0,0.0,26,591.9950075,
2016-08-22,143971.207886,43,6951590.0,1.0,1041420.0,0.0,33,350.5634535,
2016-08-23,815089.472499,49,6951590.0,1.0,1240630.0,0.0,39,999.49548204,
2016-08-24,280311.104839,34,6951590.0,1.0,546685.0,0.0,30,509.98174936,
2016-08-25,580307.174517,53,6951590.0,1.0,965926.0,0.0,45,995.07053458,
2016-08-26,386643.675235,42,6951590.0,1.0,731230.0,0.0,30,1068.28708089,
2016-08-27,13952.4563432,12,6951590.0,1.0,555019.0,0.0,15,251.3769522,
2016-08-28,33582.8863459,15,6951590.0,1.0,1215110.0,0.0,15,284.5,
2016-08-29,192047.161213,34,6951590.0,1.0,1591130.0,0.0,26,980.44040768,
2016-08-30,401356.265363,65,6951590.0,1.0,1062640.0,0.0,48,500.0,
2016-08-31,120662.104561,20,6951590.0,1.0,908476.0,0.0,19,1960.07030308,
2016-09-01,150354.697233,42,6951590.0,1.0,838378.0,0.0,19,975.0,
2016-09-02,507450.490904,39,6951590.0,1.0,1472930.0,0.0,26,570.05000451,
2016-09-03,358873.042531,40,6951590.0,1.0,2641030.0,0.0,17,719.875,
2016-09-04,446081.521099,62,6951590.0,1.0,1248710.0,0.0,33,417.27519736,
2016-09-05,469130.539114,45,6951590.0,1.0,1536980.0,0.0,20,6678.73,
2016-09-06,630700.866868,48,6951590.0,1.0,1149260.0,0.0,31,3690.0,
2016-09-07,877518.491988,64,6951590.0,1.0,1727020.0,0.0,31,3579.41,
2016-09-08,328061.196902,50,6951590.0,1.0,960491.0,0.0,26,3509.72,
2016-09-09,177494.661774,19,6951590.0,1.0,592391.0,0.0,18,116.01,
2016-09-10,86620.0549007,15,6951590.0,1.0,301128.0,0.0,14,116.29,
2016-09-11,322707.752652,33,6951590.0,1.0,968191.0,0.0,17,3000.89,
2016-09-12,416847.34392,34,6951590.0,1.0,982954.0,0.0,27,621.5,
2016-09-13,834909.713763,50,6956460.0,1.0,1503640.0,0.0,32,5609.5,
2016-09-14,846881.288558,38,6951660.0,1.0,845294.0,0.0,28,5220.315,
2016-09-15,116779.021497,32,6951590.0,1.0,774746.0,0.0,26,49.9,
2016-09-16,253301.126645,64,6951540.0,0.999993,719125.0,0.0,44,72.16949481,
2016-09-17,42069.4031761,47,6951580.0,0.999999,243461.0,0.0,38,30.04996995,
2016-09-18,175155.826792,21,6951580.0,0.999999,579543.0,0.0,16,74.50992549,
2016-09-19,110305.301162,29,6951060.0,0.999923,518342.0,0.0,30,268.576903286,
2016-09-20,3822360.58498,70,6951580.0,0.999999,1590290.0,0.0,46,7999.992,
2016-09-21,448903.420444,38,6951580.0,0.999999,1023360.0,0.0,22,6281.34371865,
2016-09-22,301588.051029,34,6951510.0,0.999989,748610.0,0.0,24,5060.66300852,
2016-09-23,122506.948271,25,6951580.0,0.999999,907263.0,0.0,22,999.999,
2016-09-24,166972.235788,23,6951580.0,0.999999,273642.0,0.0,14,2624.4973755,
2016-09-25,126531.562385,28,6951580.0,0.999999,204381.0,0.0,16,1749.99825,
2016-09-26,155046.384391,30,6951590.0,1.0,479180.0,0.0,27,513.8931026,
2016-09-27,110205.17551,20,6951590.0,1.0,370561.0,0.0,22,170.35007938,
2016-09-28,28548.120519,41,6951590.0,1.0,243485.0,0.0,43,9.48,
2016-09-29,141112.331338,35,6951590.0,1.0,289768.0,0.0,33,1581.24,
2016-09-30,725525.742009,39,6951590.0,1.0,402548.0,0.0,25,3327.54,
2016-10-01,124053.796303,34,6951590.0,1.0,365091.0,0.0,21,2069.0,
2016-10-02,61088.2992589,18,6951590.0,1.0,263174.0,0.0,13,1499.0,
2016-10-03,135432.291512,37,6951580.0,0.999998,335206.0,0.0,30,489.99902,
2016-10-04,339061.324934,43,6951580.0,0.999998,462509.0,0.0,30,499.499001,
2016-10-05,246077.697951,24,6951590.0,1.0,753062.0,0.0,19,5890.06,
2016-10-06,34413.1732971,26,6951590.0,1.0,406883.0,0.0,20,52.49679995,
2016-10-07,240286.21985,33,6951590.0,1.0,501840.0,0.0,30,73.00365883,
2016-10-08,169984.577791,24,6951590.0,1.0,369612.0,0.0,19,616.32,
2016-10-09,8773.31693419,13,6951590.0,1.0,254639.0,0.0,15,615.82,
2016-10-10,249127.149269,29,6951590.0,1.0,346058.0,0.0,26,500.0,
2016-10-11,617247.376717,81,6951590.0,1.0,1153880.0,0.0,40,641.0,
2016-10-12,149886.542572,43,6951590.0,1.0,485002.0,0.0,28,937.5,
2016-10-13,281590.703721,36,6951590.0,1.0,359664.0,0.0,28,600.0,
2016-10-14,121328.193488,58,6951590.0,1.0,233907.0,0.0,30,519.449072,
2016-10-15,221768.476711,21,6951580.0,0.999999,278547.0,0.0,13,2479.99752,
2016-10-16,89077.1577089,23,6951590.0,1.0,292196.0,0.0,19,500.0,
2016-10-17,845856.541015,86,6951590.0,1.0,1045550.0,0.0,34,1969.485,
2016-10-18,132530.760571,31,6951590.0,1.0,321977.0,0.0,19,600.0,
2016-10-19,91700.8533536,24,6951590.0,1.0,410009.0,0.0,16,1565.22215475,
2016-10-20,68548.0876386,40,6951590.0,1.0,205344.0,0.0,36,158.95,
2016-10-21,156126.132473,40,6951590.0,1.0,185916.0,0.0,23,2031.645,
2016-10-22,641644.979718,64,6951590.0,1.0,794533.0,0.0,24,3238.45,
2016-10-23,419311.290478,44,6951590.0,1.0,633006.0,0.0,22,1891.54,
2016-10-24,278984.06077,31,6951590.0,1.0,274414.0,0.0,23,1041.64,
2016-10-25,325607.110226,45,6951590.0,1.0,552686.0,0.0,29,3342.14,
2016-10-26,553422.450826,58,6951590.0,1.0,762026.0,0.0,22,5181.0,
2016-10-27,220142.794159,49,6951590.0,1.0,747629.0,0.0,27,2290.55,
2016-10-28,363180.521338,53,6951590.0,1.0,874147.0,0.0,31,4940.1,
2016-10-29,969977.200395,92,6951590.0,1.0,2077010.0,0.0,42,3783.72,
2016-10-30,912147.831408,48,6951590.0,1.0,1550060.0,0.0,22,4796.885,
2016-10-31,315775.753092,54,6951590.0,1.0,1022220.0,0.0,36,710.0,
2016-11-01,1187979.86826,75,6951590.0,1.0,2244990.0,0.0,42,1000.0,
2016-11-02,1135436.37329,58,6951590.0,1.0,1449000.0,0.0,36,7238.7535,
2016-11-03,1230893.64546,72,6951590.0,1.0,2399930.0,0.0,46,1081.4,
2016-11-04,1104249.17059,48,6951590.0,1.0,1256100.0,0.0,32,1499.635,
2016-11-05,88058.601412,21,6951590.0,1.0,417538.0,0.0,17,140.0,
2016-11-06,402210.953366,37,6951590.0,1.0,931269.0,0.0,29,2.9,
2016-11-07,250753.455694,37,6951590.0,1.0,589834.0,0.0,34,337.07,
2016-11-08,408148.338659,43,6951590.0,1.0,768255.0,0.0,26,979.0,
2016-11-09,909724.647969,107,6951590.0,1.0,1916180.0,0.0,54,1480.21929511,
2016-11-10,164397.907879,21,6951590.0,1.0,481368.0,0.0,22,1500.0,
2016-11-11,241832.085891,31,6951570.0,0.999997,661204.0,0.0,24,52.4998425,
2016-11-12,298418.451279,52,6951590.0,1.0,670202.0,0.0,29,1032.82,
2016-11-13,267095.076677,40,6951590.0,1.0,898023.0,0.0,26,2599.75,
